sub_id,site_id,site_name,sub_name,cover,name,year,trtmt,plot,gfnarrowwalker,gfnarrowarft,sub_lat,sub_long,sub_ele
i36.02,i36,QHI,QHI:HE,3.3,Poa arctica,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,25.6,Salix pulchra,1999,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,42.2,XXXlitter ,1999,CTL,2,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,Salix reticulata,1999,CTL,2,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12.2,XXXbareground ,1999,CTL,2,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,38.9,Eriophorum vaginatum,1999,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,20,XXXothermoss ,1999,CTL,2,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1.1,Hierochloe alpine,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,8.9,Cetraria cucculata,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2.2,Pedicularis capitata,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2.2,Dryas integrifolia,1999,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,8.9,XXXotherlichen:QHI ,1999,CTL,2,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2.2,Cetraria islandica,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5.6,Thamnolia subuliformis,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1.1,XXXotherherb:QHI ,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3.3,Arctagrostis latifolia,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2.2,Salix phlebophylla,1999,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3.3,Saussurea angustifolia,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1.1,XXXcladonia:QHI ,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1.1,Senecio atropurpureus,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2.2,XXXpeltigera:QHI ,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1.1,Polygonum bistorta,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,13,Salix pulchra,1999,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,18,Pyrola grandiflora,1999,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,53,Eriophorum vaginatum,1999,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,13,XXXothermoss ,1999,CTL,3,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,26,XXXcarex:QHI ,1999,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,32,XXXlitter ,1999,CTL,3,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,1999,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXcrustous:QHI ,1999,CTL,3,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,XXXotherlichen:QHI ,1999,CTL,3,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,8,Salix reticulata,1999,CTL,3,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,XXXbareground ,1999,CTL,3,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Thamnolia subuliformis,1999,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix arctica,1999,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,1999,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,1999,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,1999,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,1999,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Arctagrostis latifolia,1999,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Hierochloe alpine,1999,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Dryas integrifolia,1999,CTL,3,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,28,Salix pulchra,1999,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,35,XXXlitter ,1999,CTL,4,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Poa arctica,1999,CTL,4,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,55,Eriophorum vaginatum,1999,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,XXXpeltigera:QHI ,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,Salix reticulata,1999,CTL,4,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,28,XXXothermoss ,1999,CTL,4,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,XXXotherlichen:QHI ,1999,CTL,4,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,25,XXXcarex:QHI ,1999,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,Cetraria cucculata,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,Dryas integrifolia,1999,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,1999,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Cetraria islandica,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Thamnolia subuliformis,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Dactylina arctica,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,1999,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,1999,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,Salix reticulata,1999,CTL,5,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,43,XXXothermoss ,1999,CTL,5,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,71,Eriophorum vaginatum,1999,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,Salix phlebophylla,1999,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Lupinus arcticus,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis capitata,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,XXXLUZSP:QHI ,1999,CTL,5,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXothergram ,1999,CTL,5,GRAMU,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,22,XXXlitter ,1999,CTL,5,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum viviparum,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,Dryas integrifolia,1999,CTL,5,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Poa arctica,1999,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,XXXotherlichen:QHI ,1999,CTL,5,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Arctagrostis latifolia,1999,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria cucculata,1999,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Salix pulchra,1999,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,XXXcarex:QHI ,1999,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,1999,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXpeltigera:QHI ,1999,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Pedicularis lanata,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,Cetraria cucculata,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcladonia:QHI ,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,25,Salix pulchra,1999,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXotherlichen:QHI ,1999,CTL,6,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,42,XXXlitter ,1999,CTL,6,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,50,Eriophorum vaginatum,1999,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,33,XXXothermoss ,1999,CTL,6,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Salix phlebophylla,1999,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXotherherb:QHI ,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Dryas integrifolia,1999,CTL,6,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Saussurea angustifolia,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Lupinus arcticus,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXpeltigera:QHI ,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Dactylina arctica,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,XXXcarex:QHI ,1999,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis sudetica,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Poa arctica,1999,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXLUZSP:QHI ,1999,CTL,6,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,Salix phlebophylla,2004,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix arctica,2004,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,23,XXXlitter ,2004,CTL,1,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,75,Eriophorum vaginatum,2004,CTL,1,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,Salix pulchra,2004,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Arctagrostis latifolia,2004,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2004,CTL,1,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,22,XXXothermoss ,2004,CTL,1,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Salix reticulata,2004,CTL,1,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Thamnolia subuliformis,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,XXXotherlichen:QHI ,2004,CTL,1,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Pedicularis vertisilata,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Hierochloe alpine,2004,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcladonia:QHI ,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2004,CTL,1,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,XXXbareground ,2004,CTL,1,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Dryas integrifolia,2004,CTL,1,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Festuca baffinensis,2004,CTL,1,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,5,XXXLUZSP:QHI ,2004,CTL,2,RUSH,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Cetraria cucculata,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,Salix reticulata,2004,CTL,2,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXothergram ,2004,CTL,2,GRAMU,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,XXXothermoss ,2004,CTL,2,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,42,XXXlitter ,2004,CTL,2,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Stellaria longipes,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,31,Salix pulchra,2004,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,16,XXXbareground ,2004,CTL,2,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,14,Arctagrostis latifolia,2004,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Thamnolia subuliformis,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,8,XXXotherlichen:QHI ,2004,CTL,2,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Dryas integrifolia,2004,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Cassiope tetragona,2004,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,Saussurea angustifolia,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Polygonum bistorta,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Lupinus arcticus,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Senecio atropurpureus,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,36,Eriophorum vaginatum,2004,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2004,CTL,2,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis capitata,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Hierochloe alpine,2004,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum viviparum,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXkobresia:QHI ,2004,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2004,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Cetraria islandica,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXpeltigera:QHI ,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,42,XXXlitter ,2004,CTL,3,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,10,Salix pulchra,2004,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,12,XXXothermoss ,2004,CTL,3,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,17,Eriophorum angustifolium,2004,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,52,Eriophorum vaginatum,2004,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Saussurea angustifolia,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,13,Pyrola grandiflora,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2004,CTL,3,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,6,XXXotherlichen:QHI ,2004,CTL,3,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum viviparum,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Cetraria islandica,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Thamnolia subuliformis,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Arctagrostis latifolia,2004,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Stellaria longipes,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXbareground ,2004,CTL,3,SOIL,SOIL,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXpeltigera:QHI ,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2004,CTL,3,LCRUS,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Cetraria cucculata,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,40,Eriophorum vaginatum,2004,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,32,XXXothermoss ,2004,CTL,4,MOSSU,MOSS,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,27,Salix pulchra,2004,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,47,XXXlitter ,2004,CTL,4,LITTER,LITTER,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,21,XXXcarex:QHI ,2004,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Cetraria cucculata,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,9,Cetraria islandica,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,XXXpeltigera:QHI ,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2004,CTL,4,SHRUBU,SHRUBU,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Salix arctica,2004,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,4,Polygonum viviparum,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,3,Senecio atropurpureus,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXotherlichen:QHI ,2004,CTL,4,LICHENU,LICHEN,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Eriophorum angustifolium,2004,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,7,Dryas integrifolia,2004,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2004,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2004,CTL,4,RUSH,GRAMINOID,"69,58","138,86",76
